[1|K0a1]
[-L^8 + 3*L^6*M^2 - 3*L^4*M^4 + L^2*M^6 - 3*L^6 + 6*L^4*M^2 - 3*L^2*M^4 - 4*L^4 + 6*L^2*M^2 - 2*M^4 - 4*L^2 + 4*M^2 - 2 + L^-2*M^2 - L^-2|mK4a1,K7a6]
[-L^8 + 3*L^6*M^2 - 3*L^4*M^4 + L^2*M^6 - 4*L^6 + 8*L^4*M^2 - 4*L^2*M^4 - 6*L^4 + 7*L^2*M^2 - M^4 - 4*L^2 + 2*M^2|K3a1,mK7a7]
[-L^8 + 3*L^6*M^2 - 3*L^4*M^4 + L^2*M^6 - 4*L^6 + 8*L^4*M^2 - 4*L^2*M^4 - 7*L^4 + 9*L^2*M^2 - 2*M^4 - 8*L^2 + 6*M^2 - 5 + L^-2*M^2 - 2*L^-2|K3a1,K4a1,K4a1]
[-L^8 + 3*L^6*M^2 - 3*L^4*M^4 + L^2*M^6 - 4*L^6 + 8*L^4*M^2 - 4*L^2*M^4 - 7*L^4 + 9*L^2*M^2 - 2*M^4 - 8*L^2 + 6*M^2 - 5 + L^-2*M^2 - 2*L^-2|K3a1,K4a1,mK4a1]
[-L^8 + 3*L^6*M^2 - 3*L^4*M^4 + L^2*M^6 - 4*L^6 + 8*L^4*M^2 - 4*L^2*M^4 - 7*L^4 + 9*L^2*M^2 - 2*M^4 - 8*L^2 + 6*M^2 - 5 + L^-2*M^2 - 2*L^-2|K3a1,mK4a1,K4a1]
[-L^8 + 3*L^6*M^2 - 3*L^4*M^4 + L^2*M^6 - 4*L^6 + 8*L^4*M^2 - 4*L^2*M^4 - 7*L^4 + 9*L^2*M^2 - 2*M^4 - 8*L^2 + 6*M^2 - 5 + L^-2*M^2 - 2*L^-2|K3a1,mK4a1,mK4a1]
[-L^8 + L^6*M^2 - 2*L^4*M^2 + 2*L^4 + L^2*M^2|K7a4]
[L^8 - L^6*M^2 + L^6 + L^2*M^4 - 3*L^2*M^2 + L^2 - M^2 + 2|mK11n102]
[-L^8 + L^6*M^2 - L^6 - L^4*M^2 + L^2*M^2 - L^2|K7a2]
[L^8 - L^6*M^2 + L^6 + L^4*M^2 - L^2*M^2 + M^2 - L^-2|K10a1]
[L^8 - L^6*M^2 + L^6 + L^4*M^2 - L^4 - L^2 + 1|K11n139]
[-L^8*M^2 + 2*L^6*M^4 - L^4*M^6 - 2*L^6*M^2 + L^4*M^4 + L^2*M^6 - 2*L^2*M^4 - L^4 + 3*L^2*M^2 - M^4 - 2*L^2 + M^2|mK11a77]
[L^8*M^2 - 2*L^6*M^4 + L^4*M^6 - 2*L^8 + 5*L^6*M^2 - 3*L^4*M^4 - 2*L^6 + L^4*M^2 - L^2*M^4 + L^4 + 2*L^2*M^2|mK11n121]
[L^8*M^2 - 2*L^6*M^4 + L^4*M^6 - 2*L^8 + 6*L^6*M^2 - 3*L^4*M^4 - L^2*M^6 - 3*L^6 + 5*L^2*M^4 + 2*L^4 - 8*L^2*M^2 + M^4 + 5*L^2 - 4*M^2 + 3|K5a1,mK6a1]
[L^8*M^2 - 2*L^6*M^4 + L^4*M^6 - 2*L^8 + 6*L^6*M^2 - 3*L^4*M^4 - L^2*M^6 - 3*L^6 + L^4*M^2 + 4*L^2*M^4 - 4*L^2*M^2 + M^4 + L^2 - 3*M^2 + 1|mK11a225]
[L^8*M^2 - 2*L^6*M^4 + L^4*M^6 - 2*L^8 + 6*L^6*M^2 - 3*L^4*M^4 - L^2*M^6 - 3*L^6 + L^4*M^2 + 4*L^2*M^4 + L^4 - 5*L^2*M^2 + M^4 + 3*L^2 - 3*M^2 + 2|mK11a161]
[L^8*M^2 - 2*L^6*M^4 + L^4*M^6 - 2*L^8 + 6*L^6*M^2 - 4*L^4*M^4 - 3*L^6 + 4*L^4*M^2 - L^2*M^4 - L^4 + 3*L^2*M^2 - L^2|mK9a11]
[L^8*M^2 - 2*L^6*M^4 + L^4*M^6 - 2*L^8 + 6*L^6*M^2 - 4*L^4*M^4 - 4*L^6 + 5*L^4*M^2 - L^2*M^4 - 3*L^4 + 3*L^2*M^2 - 2*L^2|mK9a36]
[-L^8*M^2 + 2*L^6*M^4 - L^4*M^6 + 2*L^8 - 7*L^6*M^2 + 4*L^4*M^4 + L^2*M^6 + 7*L^6 - 7*L^4*M^2 - 4*L^2*M^4 + 5*L^4 + 6*L^2*M^2 - M^4 - 3*L^2 + 3*M^2 - 2|K3a1,mK3a1,K5a2]
[-L^8*M^2 + 2*L^6*M^4 - L^4*M^6 + 2*L^8 - 7*L^6*M^2 + 4*L^4*M^4 + L^2*M^6 + 7*L^6 - 7*L^4*M^2 - 4*L^2*M^4 + 5*L^4 + 6*L^2*M^2 - M^4 - 3*L^2 + 3*M^2 - 2|mK3a1,K3a1,K5a2]
[L^8*M^2 - 2*L^6*M^4 + L^4*M^6 - 2*L^8 + 7*L^6*M^2 - 5*L^4*M^4 - 5*L^6 + 8*L^4*M^2 - L^2*M^4 - 5*L^4 + 4*L^2*M^2 - 3*L^2|K4a1,K5a1]
[L^8*M^2 - 2*L^6*M^4 + L^4*M^6 - 2*L^8 + 7*L^6*M^2 - 5*L^4*M^4 - 5*L^6 + 8*L^4*M^2 - L^2*M^4 - 5*L^4 + 4*L^2*M^2 - 3*L^2|mK4a1,K5a1]
[-L^8*M^2 + 2*L^6*M^4 - L^4*M^6 + 2*L^8 - 8*L^6*M^2 + 6*L^4*M^4 + 8*L^6 - 13*L^4*M^2 + L^2*M^4 + 9*L^4 - 3*L^2*M^2 + 2*L^2|K3a1,mK8n2]
[-L^8*M^2 + 2*L^6*M^4 - L^4*M^6 - 3*L^6*M^2 + 2*L^4*M^4 + L^2*M^6 + 2*L^6 - 4*L^4*M^2 - 2*L^2*M^4 + 3*L^4 + 2*L^2*M^2 - M^4 + M^2|K11a178]
[-L^8*M^2 + 2*L^6*M^4 - L^4*M^6 - 3*L^6*M^2 + 2*L^4*M^4 + L^2*M^6 + L^6 - 2*L^4*M^2 - 3*L^2*M^4 + 5*L^2*M^2 - M^4 - 3*L^2 + 2*M^2 - 1|K11a85]
[-L^8*M^2 + 2*L^6*M^4 - L^4*M^6 - 3*L^6*M^2 + 3*L^4*M^4 + L^6 - 4*L^4*M^2 + L^2*M^4 + L^4 - L^2|mK11n159]
[-L^8*M^2 + 2*L^6*M^4 - L^4*M^6 - 4*L^6*M^2 + 4*L^4*M^4 + 3*L^6 - 8*L^4*M^2 + L^2*M^4 + 5*L^4 - L^2*M^2 + L^2|K11n146]
[-L^8*M^2 + 2*L^6*M^4 - L^4*M^6 - L^6*M^2 + L^2*M^6 + L^4*M^2 - L^2*M^4 - L^4 + 2*L^2*M^2 - M^4 - 2*L^2|mK11a136]
[-L^8*M^2 + 2*L^6*M^4 - L^4*M^6 - L^6*M^2 + L^2*M^6 - L^6 + 2*L^4*M^2 - L^2*M^4 - 2*L^4 + L^2*M^2 - M^4 - L^2 + 1|K11a349]
[-L^8*M^2 + 2*L^6*M^4 - L^4*M^6 - L^6*M^2 + L^2*M^6 - L^6 + 3*L^4*M^2 - 2*L^2*M^4 - 3*L^4 + 4*L^2*M^2 - M^4 - 3*L^2 + M^2|mK11a27]
[-L^8*M^2 + 2*L^6*M^4 - L^4*M^6 + L^8 - 3*L^6*M^2 + L^4*M^4 + L^2*M^6 + 2*L^6 - 2*L^2*M^4 + 3*L^2*M^2 - M^4 - 2*L^2 + M^2|mK11a122]
[-L^8*M^2 + 2*L^6*M^4 - L^4*M^6 + L^8 - 3*L^6*M^2 + L^4*M^4 + L^2*M^6 + 2*L^6 - L^4*M^2 - L^2*M^4 + L^4 - M^4 + 1|mK11a54]
[-L^8*M^2 + 2*L^6*M^4 - L^4*M^6 + L^8 - 3*L^6*M^2 + L^4*M^4 + L^2*M^6 + L^6 + L^4*M^2 - 2*L^2*M^4 - 2*L^4 + 3*L^2*M^2 - M^4 - 3*L^2 + M^2|mK11a130]
[-L^8*M^2 + 2*L^6*M^4 - L^4*M^6 + L^8 - 4*L^6*M^2 + 2*L^4*M^4 + L^2*M^6 + 2*L^6 - 2*L^4*M^2 - 2*L^2*M^4 + L^4 + L^2*M^2 - M^4 + M^2 + 1|mK11a262]
[-L^8*M^2 + 2*L^6*M^4 - L^4*M^6 + L^8 - 4*L^6*M^2 + 2*L^4*M^4 + L^2*M^6 + 2*L^6 - L^4*M^2 - 3*L^2*M^4 + 4*L^2*M^2 - M^4 - 2*L^2 + 2*M^2|mK11a193]
[-L^8*M^2 + 2*L^6*M^4 - L^4*M^6 + L^8 - 4*L^6*M^2 + 2*L^4*M^4 + L^2*M^6 + 3*L^6 - 2*L^4*M^2 - 3*L^2*M^4 + L^4 + 5*L^2*M^2 - M^4 - 3*L^2 + 2*M^2 - 1|K11a23]
[-L^8*M^2 + 2*L^6*M^4 - L^4*M^6 + L^8 - 4*L^6*M^2 + 2*L^4*M^4 + L^2*M^6 + 3*L^6 - 3*L^4*M^2 - 2*L^2*M^4 + 2*L^4 + 2*L^2*M^2 - M^4 - L^2 + M^2|K11a41]
[-L^8*M^2 + 2*L^6*M^4 - L^4*M^6 + L^8 - 4*L^6*M^2 + 2*L^4*M^4 + L^2*M^6 + 3*L^6 - 3*L^4*M^2 - 2*L^2*M^4 + 2*L^4 + 2*L^2*M^2 - M^4 - L^2 + M^2|mK11a183]
[-L^8*M^2 + 2*L^6*M^4 - L^4*M^6 + L^8 - 4*L^6*M^2 + 3*L^4*M^4 + 2*L^6 - 3*L^4*M^2 + L^2*M^4 - 2*L^2|mK11n176]
[L^8*M^2 - 2*L^6*M^4 + L^4*M^6 - L^8 + 4*L^6*M^2 - 3*L^4*M^4 - L^6 + 2*L^4*M^2 - L^2*M^4 + 2*L^2*M^2 - L^2|mK11n8]
[L^8*M^2 - 2*L^6*M^4 + L^4*M^6 - L^8 + 5*L^6*M^2 - 3*L^4*M^4 - L^2*M^6 - 2*L^6 + 2*L^4*M^2 + 4*L^2*M^4 - 5*L^2*M^2 + M^4 + 2*L^2 - 3*M^2 + 2|K11a140]
[L^8*M^2 - 2*L^6*M^4 + L^4*M^6 - L^8 + 5*L^6*M^2 - 3*L^4*M^4 - L^2*M^6 - 2*L^6 + L^4*M^2 + 5*L^2*M^4 + 2*L^4 - 9*L^2*M^2 + M^4 + 6*L^2 - 4*M^2 + 4|K3a1,mK8a4]
[-L^8*M^2 + 2*L^6*M^4 - L^4*M^6 + L^8 - 5*L^6*M^2 + 3*L^4*M^4 + L^2*M^6 + 3*L^6 - 3*L^4*M^2 - 4*L^2*M^4 + 7*L^2*M^2 - M^4 - 5*L^2 + 3*M^2 - 2|K3a1,mK8a8]
[-L^8*M^2 + 2*L^6*M^4 - L^4*M^6 + L^8 - 5*L^6*M^2 + 3*L^4*M^4 + L^2*M^6 + 3*L^6 - 4*L^4*M^2 - 3*L^2*M^4 + 2*L^4 + 3*L^2*M^2 - M^4 - L^2 + 2*M^2|mK11a307]
[-L^8*M^2 + 2*L^6*M^4 - L^4*M^6 + L^8 - 5*L^6*M^2 + 3*L^4*M^4 + L^2*M^6 + 4*L^6 - 5*L^4*M^2 - 3*L^2*M^4 + 3*L^4 + 4*L^2*M^2 - M^4 - 2*L^2 + 2*M^2 - 1|K5a2,K6a3]
[-L^8*M^2 + 2*L^6*M^4 - L^4*M^6 + L^8 - 5*L^6*M^2 + 3*L^4*M^4 + L^2*M^6 + 4*L^6 - 5*L^4*M^2 - 3*L^2*M^4 + 3*L^4 + 4*L^2*M^2 - M^4 - 2*L^2 + 2*M^2 - 1|K5a2,mK6a3]
[-L^8*M^2 + 2*L^6*M^4 - L^4*M^6 + L^8 - 5*L^6*M^2 + 3*L^4*M^4 + L^2*M^6 + 4*L^6 - 5*L^4*M^2 - 3*L^2*M^4 + 4*L^4 + 3*L^2*M^2 - M^4 + 2*M^2|K3a1,mK8a13]
[L^8*M^2 - 2*L^6*M^4 + L^4*M^6 - L^8 + 5*L^6*M^2 - 4*L^4*M^4 - 2*L^6 + 5*L^4*M^2 - L^2*M^4 - 2*L^4 + 3*L^2*M^2 - 2*L^2|K9a20]
[-L^8*M^2 + 2*L^6*M^4 - L^4*M^6 + L^8 - 5*L^6*M^2 + 4*L^4*M^4 + 3*L^6 - 6*L^4*M^2 + L^2*M^4 + 2*L^4 - L^2*M^2 - L^2|mK11n87]
[-L^8*M^2 + 2*L^6*M^4 - L^4*M^6 + L^8 - 5*L^6*M^2 + 4*L^4*M^4 + 4*L^6 - 7*L^4*M^2 + L^2*M^4 + 4*L^4 - L^2*M^2|K11n22]
[-L^8*M^2 + 2*L^6*M^4 - L^4*M^6 + L^8 - 5*L^6*M^2 + 4*L^4*M^4 + 4*L^6 - 7*L^4*M^2 + L^2*M^4 + 4*L^4 - L^2*M^2|mK11n127]
[L^8*M^2 - 2*L^6*M^4 + L^4*M^6 - L^8 + 6*L^6*M^2 - 5*L^4*M^4 - 4*L^6 + 9*L^4*M^2 - L^2*M^4 - 6*L^4 + 4*L^2*M^2 - 4*L^2|K3a1,K6a2]
[-L^8*M^2 + 2*L^6*M^4 - L^4*M^6 + L^8 - 6*L^6*M^2 + 5*L^4*M^4 + 5*L^6 - 10*L^4*M^2 + L^2*M^4 + 6*L^4 - 2*L^2*M^2 + L^2|K11n54]
[-L^8*M^2 + 3*L^6*M^4 - 2*L^4*M^6 + 2*L^8 - 10*L^6*M^2 + 10*L^4*M^4 + 9*L^6 - 18*L^4*M^2 + 2*L^2*M^4 + 11*L^4 - 5*L^2*M^2 + 3*L^2|K11n71]
[-L^8*M^2 + 3*L^6*M^4 - 2*L^4*M^6 + 2*L^8 - 10*L^6*M^2 + 10*L^4*M^4 + 9*L^6 - 18*L^4*M^2 + 2*L^2*M^4 + 11*L^4 - 5*L^2*M^2 + 3*L^2|mK11n75]
[-L^8*M^2 + 3*L^6*M^4 - 2*L^4*M^6 + 2*L^8 - 10*L^6*M^2 + 9*L^4*M^4 + L^2*M^6 + 9*L^6 - 16*L^4*M^2 - 2*L^2*M^4 + 10*L^4 - M^4 + L^2 + 2*M^2 - 1|mK3a1,K8a15]
[-L^8*M^2 + 3*L^6*M^4 - 2*L^4*M^6 - 4*L^6*M^2 + 5*L^4*M^4 + L^2*M^6 + 2*L^6 - 7*L^4*M^2 + 3*L^4 - L^2*M^2 - M^4|K11a327]
[-L^8*M^2 + 3*L^6*M^4 - 2*L^4*M^6 - 4*L^6*M^2 + 5*L^4*M^4 + L^2*M^6 + L^6 - 5*L^4*M^2 - L^2*M^4 + L^4 + L^2*M^2 - M^4 - L^2 + M^2|K11a101]
[-L^8*M^2 + 3*L^6*M^4 - 2*L^4*M^6 - 5*L^6*M^2 + 6*L^4*M^4 + L^2*M^6 + 2*L^6 - 7*L^4*M^2 - 2*L^2*M^4 + 2*L^4 + 3*L^2*M^2 - M^4 - 2*L^2 + 2*M^2 - 1|K11a197]
[-L^8*M^2 + 3*L^6*M^4 - 2*L^4*M^6 - 6*L^6*M^2 + 8*L^4*M^4 + 3*L^6 - 12*L^4*M^2 + 2*L^2*M^4 + 5*L^4 - 3*L^2*M^2 + L^2|K11n178]
[-L^8*M^2 + 3*L^6*M^4 - 2*L^4*M^6 + L^8 - 5*L^6*M^2 + 5*L^4*M^4 + L^2*M^6 + 2*L^6 - 4*L^4*M^2 - L^2*M^4 + L^2*M^2 - M^4 - 2*L^2 + M^2|mK11a273]
[-L^8*M^2 + 3*L^6*M^4 - 2*L^4*M^6 + L^8 - 5*L^6*M^2 + 5*L^4*M^4 + L^2*M^6 + 2*L^6 - 5*L^4*M^2 + L^4 - 2*L^2*M^2 - M^4 + 1|K11a271]
[-L^8*M^2 + 3*L^6*M^4 - 2*L^4*M^6 + L^8 - 6*L^6*M^2 + 6*L^4*M^4 + L^2*M^6 + 3*L^6 - 7*L^4*M^2 - L^2*M^4 + 2*L^4 - M^4 - L^2 + M^2|mK11a283]
[-L^8*M^2 + 3*L^6*M^4 - 2*L^4*M^6 + L^8 - 6*L^6*M^2 + 6*L^4*M^4 + L^2*M^6 + 4*L^6 - 8*L^4*M^2 - L^2*M^4 + 4*L^4 - M^4 + M^2|K11a114]
[-L^8*M^2 + 3*L^6*M^4 - 2*L^4*M^6 + L^8 - 6*L^6*M^2 + 6*L^4*M^4 + L^2*M^6 + 5*L^6 - 10*L^4*M^2 + 6*L^4 - 2*L^2*M^2 - M^4 + L^2|mK11a155]
[-L^8*M^2 + 3*L^6*M^4 - 2*L^4*M^6 + L^8 - 7*L^6*M^2 + 7*L^4*M^4 + L^2*M^6 + 4*L^6 - 9*L^4*M^2 - 2*L^2*M^4 + 3*L^4 + 2*L^2*M^2 - M^4 - 2*L^2 + 2*M^2 - 1|K11a134]
[-L^8*M^2 + 3*L^6*M^4 - 2*L^4*M^6 + L^8 - 7*L^6*M^2 + 7*L^4*M^4 + L^2*M^6 + 4*L^6 - 9*L^4*M^2 - 2*L^2*M^4 + 4*L^4 + L^2*M^2 - M^4 + 2*M^2|mK11a312]
[-L^8*M^2 + 3*L^6*M^4 - 2*L^4*M^6 + L^8 - 7*L^6*M^2 + 7*L^4*M^4 + L^2*M^6 + 5*L^6 - 10*L^4*M^2 - 2*L^2*M^4 + 5*L^4 + 2*L^2*M^2 - M^4 - L^2 + 2*M^2 - 1|K11a18]
[-L^8*M^2 + 3*L^6*M^4 - 2*L^4*M^6 + L^8 - 7*L^6*M^2 + 7*L^4*M^4 + L^2*M^6 + 5*L^6 - 11*L^4*M^2 - L^2*M^4 + 6*L^4 - L^2*M^2 - M^4 + L^2 + M^2|K11a32]
[-L^8*M^2 + 3*L^6*M^4 - 2*L^4*M^6 + L^8 - 7*L^6*M^2 + 8*L^4*M^4 + 4*L^6 - 11*L^4*M^2 + 2*L^2*M^4 + 4*L^4 - 3*L^2*M^2|K11n184]
[-L^8*M^2 + 3*L^6*M^4 - 2*L^4*M^6 + L^8 - 8*L^6*M^2 + 9*L^4*M^4 + 6*L^6 - 15*L^4*M^2 + 2*L^2*M^4 + 8*L^4 - 4*L^2*M^2 + 2*L^2|K11n40]
[-L^8*M^2 + 3*L^6*M^4 - 2*L^4*M^6 + L^8 - 8*L^6*M^2 + 9*L^4*M^4 + 6*L^6 - 15*L^4*M^2 + 2*L^2*M^4 + 8*L^4 - 4*L^2*M^2 + 2*L^2|K11n46]
[-L^8*M^2 + L^4*M^6 + L^8 - 5*L^4*M^4 + L^6 + 6*L^4*M^2 - L^2*M^4 - 2*L^4 + 4*L^2*M^2 - 3*L^2|K11n135]
[-L^8*M^2 + L^6*M^4 - 2*L^4*M^4 + 2*L^4*M^2 + L^2*M^4 - L^4 + L^2*M^2 - 2*L^2 - M^2|K10a30]
[-L^8*M^2 + L^6*M^4 - 2*L^4*M^4 + 2*L^4*M^2 + L^2*M^4 - M^2 + 1|K10a67]
[-L^8*M^2 + L^6*M^4 - 2*L^4*M^4 - L^6 + 3*L^4*M^2 + L^2*M^4 - 2*L^4 - L^2 - M^2 + 1|K10a38]
[-L^8*M^2 + L^6*M^4 - 2*L^4*M^4 - L^6 + 4*L^4*M^2 - 3*L^4 + 3*L^2*M^2 - 3*L^2|mK11n134]
[L^8*M^2 - L^6*M^4 - 2*L^8 + 3*L^6*M^2 + L^4*M^4 - 2*L^6 - 3*L^4*M^2 + L^4|K7a3]
[-L^8*M^2 + L^6*M^4 - L^6*M^2 - L^4*M^4 + L^4*M^2 - L^4 + 2*L^2*M^2 - 2*L^2|mK11n84]
[-L^8*M^2 + L^6*M^4 - L^6*M^2 - L^4*M^4 + L^6 + L^4 + 2*L^2*M^2 - L^2|mK10n42]
[-L^8*M^2 + L^6*M^4 - L^6*M^2 - L^4*M^4 + L^6 - L^4*M^2 + L^2*M^4 + 2*L^4 - L^2*M^2 + L^2 - M^2 + 1|K10a36]
[-L^8*M^2 + L^6*M^4 - L^8 + 2*L^6*M^2 - 3*L^4*M^4 - 2*L^6 + 4*L^4*M^2 + L^2*M^4 - 2*L^4 + 2*L^2*M^2 - 2*L^2 - M^2|K10a97]
[-L^8*M^2 + L^6*M^4 + L^8 - 2*L^6*M^2 - L^4*M^4 + 2*L^6 + L^2*M^4 + L^4 - L^2*M^2 - M^2 + 1|K10a7]
[-L^8*M^2 + L^6*M^4 + L^8 - 2*L^6*M^2 - L^4*M^4 + 2*L^6 + L^4*M^2 + 2*L^2*M^2 - 2*L^2|K10n8]
[L^8*M^2 - L^6*M^4 - L^8 + 2*L^6*M^2 + L^4*M^4 - 3*L^4*M^2 + 2*L^4|K7a5]
[-L^8*M^2 + L^6*M^4 + L^8 - 2*L^6*M^2 - L^4*M^4 + L^6 + 2*L^4*M^2 - 2*L^4 + 2*L^2*M^2 - 3*L^2|mK11n122]
[-L^8*M^2 + L^6*M^4 + L^8 - 2*L^6*M^2 - L^4*M^4 + L^6 + L^4*M^2 + L^2*M^4 - 2*L^2*M^2 + L^2 - M^2 + 2|K10a20]
[-L^8*M^2 + L^6*M^4 + L^8 - 3*L^6*M^2 + 3*L^6 - 2*L^4*M^2 + 2*L^4 + L^2*M^2 - L^2|K10n10]
[-L^8*M^2 + L^6*M^4 + L^8 - L^6*M^2 - 2*L^4*M^4 + 2*L^6 + 2*L^4*M^2 + L^2*M^4 + L^2*M^2 - 2*L^2 - M^2|K10a74]
[-L^8*M^2 + L^6*M^4 + L^8 - L^6*M^2 - 2*L^4*M^4 + 5*L^4*M^2 - 4*L^4 + 3*L^2*M^2 - 4*L^2|mK11n99]
[-L^8*M^2 + L^6*M^4 + L^8 - L^6*M^2 - 2*L^4*M^4 + L^6 + 3*L^4*M^2 + L^2*M^4 - L^4 - L^2 - M^2 + 1|K10a24]
[L^8*M^4 - 2*L^6*M^6 + L^4*M^8 - 2*L^8*M^2 + 6*L^6*M^4 - 4*L^4*M^6 - 3*L^6*M^2 + 4*L^4*M^4 - L^2*M^6 - L^6 + L^4*M^2 + 2*L^2*M^4 - 3*L^4 + 2*L^2*M^2 - 3*L^2|K11a348]
[L^8*M^4 - 2*L^6*M^6 + L^4*M^8 - 2*L^8*M^2 + 6*L^6*M^4 - 4*L^4*M^6 + L^8 - 5*L^6*M^2 + 5*L^4*M^4 - L^2*M^6 + 2*L^6 - 2*L^4*M^2 + 2*L^2*M^4 + L^2*M^2 - 2*L^2|mK11a302]
[L^8*M^4 - 2*L^6*M^6 + L^4*M^8 - 2*L^8*M^2 + 7*L^6*M^4 - 5*L^4*M^6 - 7*L^6*M^2 + 10*L^4*M^4 - L^2*M^6 + 2*L^6 - 10*L^4*M^2 + 3*L^2*M^4 + 3*L^4 - 2*L^2*M^2|K11a215]
[L^8*M^4 - 2*L^6*M^6 + L^4*M^8 - 2*L^8*M^2 + 7*L^6*M^4 - 5*L^4*M^6 + L^8 - 7*L^6*M^2 + 9*L^4*M^4 - L^2*M^6 + 2*L^6 - 6*L^4*M^2 + 3*L^2*M^4 - L^2*M^2 - 2*L^2|mK11a261]
[L^8*M^4 - 2*L^6*M^6 + L^4*M^8 - 2*L^8*M^2 + 7*L^6*M^4 - 5*L^4*M^6 + L^8 - 8*L^6*M^2 + 10*L^4*M^4 - L^2*M^6 + 4*L^6 - 10*L^4*M^2 + 3*L^2*M^4 + 4*L^4 - 2*L^2*M^2|K11a127]
[L^8*M^4 - 2*L^6*M^6 + L^4*M^8 - 2*L^8*M^2 + 8*L^6*M^4 - 6*L^4*M^6 - 9*L^6*M^2 + 14*L^4*M^4 - L^2*M^6 + 3*L^6 - 15*L^4*M^2 + 4*L^2*M^4 + 5*L^4 - 4*L^2*M^2 + L^2|K11a177]
[L^8*M^4 - 2*L^6*M^6 + L^4*M^8 - 2*L^8*M^2 + 8*L^6*M^4 - 6*L^4*M^6 + L^8 - 10*L^6*M^2 + 14*L^4*M^4 - L^2*M^6 + 4*L^6 - 14*L^4*M^2 + 4*L^2*M^4 + 4*L^4 - 4*L^2*M^2|K3a1,mK8a16]
[L^8*M^4 - 2*L^6*M^6 + L^4*M^8 - 2*L^8*M^2 + 8*L^6*M^4 - 6*L^4*M^6 + L^8 - 10*L^6*M^2 + 14*L^4*M^4 - L^2*M^6 + 4*L^6 - 14*L^4*M^2 + 4*L^2*M^4 + 4*L^4 - 4*L^2*M^2|mK11a306]
[L^8*M^4 - 2*L^6*M^6 + L^4*M^8 - 2*L^8*M^2 + 8*L^6*M^4 - 6*L^4*M^6 + L^8 - 11*L^6*M^2 + 15*L^4*M^4 - L^2*M^6 + 6*L^6 - 18*L^4*M^2 + 4*L^2*M^4 + 8*L^4 - 5*L^2*M^2 + 2*L^2|K11a83]
[L^8*M^4 - 2*L^6*M^6 + L^4*M^8 - 3*L^8*M^2 + 10*L^6*M^4 - 7*L^4*M^6 + 2*L^8 - 16*L^6*M^2 + 19*L^4*M^4 - L^2*M^6 + 8*L^6 - 23*L^4*M^2 + 5*L^2*M^4 + 9*L^4 - 7*L^2*M^2 + 2*L^2|K3a1,mK8a7]
[L^8*M^4 - 2*L^6*M^6 + L^4*M^8 - 3*L^8*M^2 + 10*L^6*M^4 - 7*L^4*M^6 + 2*L^8 - 16*L^6*M^2 + 19*L^4*M^4 - L^2*M^6 + 9*L^6 - 24*L^4*M^2 + 5*L^2*M^4 + 11*L^4 - 7*L^2*M^2 + 3*L^2|K5a1,K6a3]
[L^8*M^4 - 2*L^6*M^6 + L^4*M^8 - 3*L^8*M^2 + 10*L^6*M^4 - 7*L^4*M^6 + 2*L^8 - 16*L^6*M^2 + 19*L^4*M^4 - L^2*M^6 + 9*L^6 - 24*L^4*M^2 + 5*L^2*M^4 + 11*L^4 - 7*L^2*M^2 + 3*L^2|K5a1,mK6a3]
[L^8*M^4 - 2*L^6*M^6 + L^4*M^8 - 3*L^8*M^2 + 10*L^6*M^4 - 7*L^4*M^6 + 3*L^8 - 18*L^6*M^2 + 20*L^4*M^4 - L^2*M^6 + 12*L^6 - 27*L^4*M^2 + 5*L^2*M^4 + 14*L^4 - 8*L^2*M^2 + 4*L^2|K3a1,mK8a10]
[L^8*M^4 - 2*L^6*M^6 + L^4*M^8 - 3*L^8*M^2 + 8*L^6*M^4 - 5*L^4*M^6 + 2*L^8 - 10*L^6*M^2 + 9*L^4*M^4 - L^2*M^6 + 5*L^6 - 8*L^4*M^2 + 3*L^2*M^4 + 3*L^4 - L^2*M^2 - L^2|mK11a129]
[L^8*M^4 - 2*L^6*M^6 + L^4*M^8 - 3*L^8*M^2 + 8*L^6*M^4 - 5*L^4*M^6 + L^8 - 8*L^6*M^2 + 8*L^4*M^4 - L^2*M^6 + 2*L^6 - 5*L^4*M^2 + 3*L^2*M^4 - 2*L^2|mK11a53]
[L^8*M^4 - 2*L^6*M^6 + L^4*M^8 - 3*L^8*M^2 + 8*L^6*M^4 - 5*L^4*M^6 + L^8 - 9*L^6*M^2 + 9*L^4*M^4 - L^2*M^6 + 3*L^6 - 8*L^4*M^2 + 3*L^2*M^4 + 2*L^4 - L^2*M^2 - L^2|mK11a113]
[L^8*M^4 - 2*L^6*M^6 + L^4*M^8 - 3*L^8*M^2 + 9*L^6*M^4 - 6*L^4*M^6 + 2*L^8 - 13*L^6*M^2 + 14*L^4*M^4 - L^2*M^6 + 6*L^6 - 15*L^4*M^2 + 4*L^2*M^4 + 5*L^4 - 4*L^2*M^2|mK11a194]
[L^8*M^4 - 2*L^6*M^6 + L^4*M^8 - 3*L^8*M^2 + 9*L^6*M^4 - 6*L^4*M^6 + 2*L^8 - 13*L^6*M^2 + 14*L^4*M^4 - L^2*M^6 + 7*L^6 - 16*L^4*M^2 + 4*L^2*M^4 + 7*L^4 - 4*L^2*M^2 + L^2|K11a40]
